Indicator,Vehicle Actvity Number,Company Code,Fiscal Year,Reverse Date,Vehicle Code,Job Code,Target Alokasi Biaya,Location Code,Vehicle Date,Vehicle Time,HM/KM,Unit,UoM,Reference,Remarks,Plant,Cancelled/Reversed,Operator,Helper 1,Helper 2,Measurement document,Document Number,Nomor SPBS,Tgl Angkut,Antar Kebun,Destination Plant,Created by,Created on,Changed by,Changed on
,0100301929,PALM,2026,6/8/2026,2000021319,,CC,5E03BT15KS,6/8/2026,05.35.00,48.00,0,,,ANTAR JEMPUT ANAK SEKOLAH,5E03,,13005011,0,0,10250999,2322420017,,6/8/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301930,PALM,2026,6/8/2026,2000021319,,CC,5E03BT15KS,6/8/2026,08.05.00,14.00,0,,,MELAYANI ANGGOTA TEKNIK R,5E03,,13005011,0,0,10251000,2322420018,,6/8/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301931,PALM,2026,6/9/2026,2000021319,,CC,5E03BT15KS,6/9/2026,05.25.00,48.00,0,,,ANTAR JEMPUT ANAK SEKOLAH,5E03,,13007043,0,0,10251007,2322420025,,6/9/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301932,PALM,2026,6/9/2026,2000021319,,CC,5E03BT15KS,6/9/2026,12.52.00,67.00,0,,,AMBIL BAN KE MELIAU,5E03,,13007043,0,0,10251008,2322420026,,6/9/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301933,PALM,2026,6/10/2026,2000021319,,CC,5E03BT15KS,6/10/2026,05.25.00,48.00,0,,,ANTAR JEMPUT ANAK SEKOLAH,5E03,,13007043,0,0,10249369,2322426139,,6/10/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301934,PALM,2026,6/10/2026,2000021319,,CC,5E03BT15KS,6/10/2026,08.25.00,26.00,0,,,MELAYANI ANGGOTA TEKNIK P,5E03,,13007043,0,0,10249370,2322426140,,6/10/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301935,PALM,2026,6/11/2026,2000021319,,CC,5E03BT15KS,6/11/2026,05.10.00,48.00,0,,,ANTAR JEMPUT ANAK SEKOLAH,5E03,,13007043,0,0,10251181,2322426151,,6/11/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301936,PALM,2026,6/11/2026,2000021319,,CC,5E03BT15KS,6/11/2026,07.36.00,24.00,0,,,MELAYANI ANGGOTA TEKNIK P,5E03,,13007043,0,0,10251182,2322426152,,6/11/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301937,PALM,2026,6/12/2026,2000021319,,CC,5E03BT15KS,6/12/2026,05.15.00,48.00,0,,,ANTAR JEMPUT ANAK SEKOLAH,5E03,,13007043,0,0,10251192,2322426162,,6/12/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301938,PALM,2026,6/12/2026,2000021319,,CC,5E03BT15KS,6/12/2026,07.25.00,10.00,0,,,MELAYANI ANGGOTA TEKNIK P,5E03,,13007043,0,0,10251193,2322426163,,6/12/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301939,PALM,2026,6/13/2026,2000021319,,CC,5E03BT15KS,6/13/2026,08.09.00,12.00,0,,,MELAYANI ANGGOTA TEKNIK M,5E03,,13007043,0,0,10251203,2322426173,,6/13/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301940,PALM,2026,6/15/2026,2000021319,,CC,5E03BT15KS,6/15/2026,05.12.00,48.00,0,,,ANTAR JEMPUT ANAK SEKOLAH,5E03,,13005011,0,0,10251215,2322426385,,6/15/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301941,PALM,2026,6/17/2026,2000021319,,CC,5E03BT15KS,6/17/2026,05.10.00,48.00,0,,,ANTAR JEMPUT ANAK SEKOLAH,5E03,,13005011,0,0,10251236,2322426406,,6/17/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301942,PALM,2026,6/18/2026,2000021319,,CC,5E03BT15KS,6/18/2026,05.23.00,48.00,0,,,ANTAR JEMPUT ANAK SEKOLAH,5E03,,13005011,0,0,10251251,2322426421,,6/18/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301943,PALM,2026,6/18/2026,2000021319,,CC,5E03BT15KS,6/18/2026,07.25.00,14.00,0,,,MELAYANI ANGGOTA TEKNIK R,5E03,,13005011,0,0,10251252,2322426422,,6/18/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301944,PALM,2026,6/19/2026,2000021319,,CC,5E03BT15KS,6/19/2026,05.13.00,48.00,0,,,ANTAR JEMPUT ANAK SEKOLAH,5E03,,13005011,0,0,10251265,2322426435,,6/19/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301945,PALM,2026,6/19/2026,2000021319,,CC,5E03BT15KS,6/19/2026,07.15.00,15.00,0,,,MELAYANI ANGGOTA TEKNIK R,5E03,,13005011,0,0,10251266,2322426436,,6/19/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301946,PALM,2026,6/20/2026,2000021319,,CC,5E03BT15KS,6/20/2026,05.13.00,165.00,0,,,ANTAR MOBIL SERVICE KE PO,5E03,,13005011,0,0,10251276,2322426446,,6/20/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301947,PALM,2026,6/8/2026,2000014388,,CC,5E03BT15KS,6/8/2026,08.15.00,16.00,0,,,AMBIL DRUM KE AFD II BAWA,5E03,,13007043,0,0,10251001,2322420019,,6/8/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301948,PALM,2026,6/15/2026,2000014388,,CC,5E03BT15KS,6/15/2026,08.01.00,41.00,0,,,MELAYANI ANGGOTA TEKNIK M,5E03,,13007043,0,0,10251216,2322426386,,6/15/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301949,PALM,2026,6/17/2026,2000014388,,CC,5E03BT15KS,6/17/2026,08.00.00,25.00,0,,,MELAYANI AFD III,5E03,,13007043,0,0,10251237,2322426407,,6/17/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301950,PALM,2026,6/3/2026,2000022818,,CC,5E03BT15KS,6/3/2026,08.30.00,67.00,0,,,MELAYANI MANAJER KAWAL TA,5E03,,13004968,0,0,10250898,2322413066,,6/3/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301951,PALM,2026,6/4/2026,2000022818,,CC,5E03BT15KS,6/4/2026,08.30.00,67.00,0,,,MELAYANI MANAJER RAPAT KE,5E03,,13004968,0,0,10250960,2322419978,,6/4/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301952,PALM,2026,6/5/2026,2000022818,,CC,5E03BT15KS,6/5/2026,08.30.00,54.00,0,,,MELAYANI MANAJER KELILING,5E03,,13004968,0,0,10250977,2322419995,,6/5/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301953,PALM,2026,6/6/2026,2000022818,,CC,5E03BT15KS,6/6/2026,08.30.00,32.00,0,,,MELAYANI MANAJER KELILING,5E03,,13004968,0,0,10250987,2322420005,,6/6/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301954,PALM,2026,6/8/2026,2000022818,,CC,5E03BT15KS,6/8/2026,08.30.00,43.00,0,,,MELAYANI MANAJER KAWAL TA,5E03,,13004968,0,0,10251002,2322420020,,6/8/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301955,PALM,2026,,2000022818,,CC,5E03BT15KS,6/9/2026,08.00.00,106.00,0,,,MELAYANI MANAJER JEMPUT T,5E03,X,13004968,0,0,,,,6/9/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301956,PALM,2026,6/10/2026,2000022818,,CC,5E03BT15KS,6/10/2026,08.30.00,80.00,0,,,MELAYANI MANAJER KELILING,5E03,,13004968,0,0,10251171,2322426141,,6/10/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301957,PALM,2026,6/11/2026,2000022818,,CC,5E03BT15KS,6/11/2026,07.30.00,132.00,0,,,MELAYANI MANAJER RAPAT KE,5E03,,13004968,0,0,10251183,2322426153,,6/11/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301958,PALM,2026,6/12/2026,2000022818,,CC,5E03BT15KS,6/12/2026,05.30.00,86.00,0,,,MELAYANI MANAJER LINGKARA,5E03,,13004968,0,0,10251194,2322426164,,6/12/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301959,PALM,2026,6/13/2026,2000022818,,CC,5E03BT15KS,6/13/2026,08.30.00,75.00,0,,,MELAYANI MANAJER KELILING,5E03,,13004968,0,0,10251204,2322426174,,6/13/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301960,PALM,2026,6/14/2026,2000022818,,CC,5E03BT15KS,6/14/2026,10.30.00,133.00,0,,,MELAYANI MANAJER UNDANGAN,5E03,,13004968,0,0,10251208,2322426378,,6/14/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301961,PALM,2026,6/15/2026,2000022818,,CC,5E03BT15KS,6/15/2026,09.30.00,35.00,0,,,MELAYANI MANAJER KELILING,5E03,,13004968,0,0,10251217,2322426387,,6/15/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301962,PALM,2026,6/16/2026,2000022818,,CC,5E03BT15KS,6/16/2026,08.30.00,34.00,0,,,MELAYANI MANAJER KELILING,5E03,,13004968,0,0,10251225,2322426395,,6/16/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301963,PALM,2026,6/17/2026,2000022818,,CC,5E03BT15KS,6/17/2026,11.30.00,54.00,0,,,MELAYANI MANAJER KAWAL TA,5E03,,13004968,0,0,10251238,2322426408,,6/17/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301964,PALM,2026,6/18/2026,2000022818,,CC,5E03BT15KS,6/18/2026,08.30.00,68.00,0,,,MELAYANI MANAJER KELILING,5E03,,13004968,0,0,10251253,2322426423,,6/18/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301965,PALM,2026,6/19/2026,2000022818,,CC,5E03BT15KS,6/19/2026,09.30.00,56.00,0,,,MELAYANI MANAJER KAWAL TA,5E03,,13004968,0,0,10251267,2322426437,,6/19/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301966,PALM,2026,6/20/2026,2000022818,,CC,5E03BT15KS,6/20/2026,08.30.00,25.00,0,,,MELAYANI MANAJER KELILING,5E03,,13004968,0,0,10251277,2322426447,,6/20/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301967,PALM,2026,6/4/2026,2000021328,14107,CC,5E03BT07KS,6/4/2026,09.17.00,11.00,4,M3,ANGKUT BATU,JALAN PENGHUBUNG AFD V,5E03,,13003266,0,0,10250961,2322419979,,6/4/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301968,PALM,2026,6/4/2026,2000021328,14107,CC,5E03BT07KS,6/4/2026,09.58.00,8.00,4,M3,ANGKUT BATU,JALAN PENGHUBUNG AFD V,5E03,,13003266,0,0,10250962,2322419980,,6/4/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301969,PALM,2026,6/4/2026,2000021328,14107,CC,5E03BT07KS,6/4/2026,10.41.00,8.00,4,M3,ANGKUT BATU,JALAN PENGHUBUNG AFD V,5E03,,13003266,0,0,10250963,2322419981,,6/4/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301970,PALM,2026,6/4/2026,2000021328,14107,CC,5E03BT07KS,6/4/2026,11.21.00,8.00,4,M3,ANGKUT BATU,JALAN PENGHUBUNG AFD V,5E03,,13003266,0,0,10250964,2322419982,,6/4/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301971,PALM,2026,6/4/2026,2000021328,14107,CC,5E03BT07KS,6/4/2026,12.57.00,12.00,4,M3,ANGKUT BATU,JALAN PENGHUBUNG AFD VII,5E03,,13003266,0,0,10250965,2322419983,,6/4/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301972,PALM,2026,6/4/2026,2000021328,14107,CC,5E03BT07KS,6/4/2026,13.23.00,12.00,4,M3,ANGKUT BATU,JALAN PENGHUBUNG AFD VII,5E03,,13003266,0,0,10250966,2322419984,,6/4/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301973,PALM,2026,6/4/2026,2000021328,14802,FF,729,6/4/2026,15.35.11,31.00,"6,210",KG,ANGKUT TBS,ANGKUT TBS AFD VII,5E03,,13003266,0,0,10250967,2322419985,PALM5F04126060400000060,6/4/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301974,PALM,2026,6/4/2026,2000021328,14802,FF,109,6/4/2026,18.53.24,33.00,"6,020",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10250968,2322419986,PALM5F04126060400000100,6/4/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301975,PALM,2026,6/5/2026,2000021328,14802,FF,723,6/5/2026,11.34.50,31.00,"4,810",KG,ANGKUT TBS,ANGKUT TBS AFD VII,5E03,,13003266,0,0,10250978,2322419996,PALM5F04126060500000019,6/5/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301976,PALM,2026,6/5/2026,2000021328,14802,FF,132,6/5/2026,15.38.06,43.00,"6,420",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10250979,2322419997,PALM5F04126060500000057,6/5/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301977,PALM,2026,6/5/2026,2000021328,14802,FF,236,6/5/2026,19.17.03,41.00,"3,600",KG,ANGKUT TBS,ANGKUT TBS AFD II,5E03,,13003266,0,0,10250980,2322419998,PALM5F04126060500000089,6/5/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301978,PALM,2026,6/6/2026,2000021328,14802,FF,136,6/6/2026,12.26.37,50.00,"6,360",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10250988,2322420006,PALM5F04126060600000018,6/6/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301979,PALM,2026,6/6/2026,2000021328,13207,FF,202,6/6/2026,12.40.33,6.00,"4,490",KG,ANGKUT TANKOS,ANGKUT TANKOS AFD II,5E03,,13004172,0,0,10250989,2322420007,PALM5F04126060600000022,6/6/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301980,PALM,2026,6/9/2026,2000021328,14802,FF,116,6/9/2026,21.41.50,52.00,"6,060",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10249365,2322426135,PALM5F04126060900000114,6/9/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301981,PALM,2026,6/10/2026,2000021328,14802,FF,328,6/10/2026,09.35.04,35.00,"5,800",KG,ANGKUT TBS,ANGKUT TBS AFD III,5E03,,13003266,0,0,10251172,2322426142,PALM5F04126061000000011,6/10/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301982,PALM,2026,6/10/2026,2000021328,14802,FF,328,6/10/2026,13.02.10,35.00,"5,860",KG,ANGKUT TBS,ANGKUT TBS AFD III,5E03,,13003266,0,0,10251173,2322426143,PALM5F04126061000000040,6/10/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301983,PALM,2026,6/10/2026,2000021328,14802,FF,314,6/10/2026,18.22.06,36.00,"6,570",KG,ANGKUT TBS,ANGKUT TBS AFD III,5E03,,13003266,0,0,10251174,2322426144,PALM5F04126061000000106,6/10/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301984,PALM,2026,6/10/2026,2000021328,14802,FF,115,6/10/2026,21.33.32,42.00,"6,900",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10251175,2322426145,PALM5F04126061000000113,6/10/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301985,PALM,2026,6/11/2026,2000021328,14802,FF,102,6/11/2026,12.10.31,50.00,"7,220",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10251184,2322426154,PALM5F04126061100000015,6/11/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301986,PALM,2026,6/11/2026,2000021328,14802,FF,114,6/11/2026,17.18.50,46.00,"7,100",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10251185,2322426155,PALM5F04126061100000076,6/11/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301987,PALM,2026,6/11/2026,2000021328,14802,FF,109,6/11/2026,21.09.35,43.00,"5,180",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10251186,2322426156,PALM5F04126061100000089,6/11/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301988,PALM,2026,6/12/2026,2000021328,14505,FF,117,6/12/2026,06.00.00,14.00,"8,333",KG,ANGKUT PUPUK,ANGKUT PUPUK AFD I,5E03,,13003266,0,0,10251195,2322426165,,6/12/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301989,PALM,2026,6/12/2026,2000021328,14802,FF,119,6/12/2026,13.12.02,43.00,"6,010",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10251196,2322426166,PALM5F04126061200000030,6/12/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301990,PALM,2026,6/12/2026,2000021328,14802,FF,125,6/12/2026,15.55.17,43.00,"5,550",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10251197,2322426167,PALM5F04126061200000065,6/12/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301991,PALM,2026,6/12/2026,2000021328,14802,FF,132,6/12/2026,21.01.31,43.00,"5,710",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10251198,2322426168,PALM5F04126061200000108,6/12/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301992,PALM,2026,6/13/2026,2000021328,14802,FF,133,6/13/2026,11.14.58,40.00,"5,840",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10251205,2322426175,PALM5F04126061300000023,6/13/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301993,PALM,2026,6/13/2026,2000021328,14802,FF,127,6/13/2026,17.50.43,40.00,"6,860",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10251206,2322426376,PALM5F04126061300000127,6/13/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301994,PALM,2026,6/14/2026,2000021328,14802,FF,121,6/14/2026,12.48.50,40.00,"6,020",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10251209,2322426379,PALM5F04126061400000002,6/14/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301995,PALM,2026,6/14/2026,2000021328,14802,FF,121,6/14/2026,17.13.08,41.00,"6,180",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10251210,2322426380,PALM5F04126061400000017,6/14/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301996,PALM,2026,6/15/2026,2000021328,14802,FF,135,6/15/2026,14.31.20,51.00,"6,240",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10251218,2322426388,PALM5F04126061500000093,6/15/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301997,PALM,2026,6/15/2026,2000021328,14802,FF,129,6/15/2026,18.04.41,44.00,"5,620",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10251219,2322426389,PALM5F04126061500000155,6/15/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301998,PALM,2026,6/15/2026,2000021328,14802,FF,123,6/15/2026,21.49.55,53.00,"7,250",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10251220,2322426390,PALM5F04126061500000176,6/15/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100301999,PALM,2026,6/16/2026,2000021328,14802,FF,104,6/16/2026,14.30.59,40.00,"7,480",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10251226,2322426396,PALM5F04126061600000019,6/16/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100302000,PALM,2026,6/16/2026,2000021328,14802,FF,101,6/16/2026,18.19.10,35.00,"5,670",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10251227,2322426397,PALM5F04126061600000042,6/16/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100302001,PALM,2026,6/17/2026,2000021328,14505,FF,705,6/17/2026,06.00.00,14.00,"5,499",KG,ANGKUT PUPUK,ANGKUT PUPUK AFD VII,5E03,,13003266,0,0,10251239,2322426409,,6/17/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100302002,PALM,2026,6/17/2026,2000021328,14802,FF,111,6/17/2026,12.26.41,38.00,"6,520",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10251240,2322426410,PALM5F04126061700000051,6/17/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100302003,PALM,2026,6/17/2026,2000021328,14506,FF,524,6/17/2026,12.40.56,3.00,"4,820",KG,ANGKUT TANKOS,ANGKUT TANKOS AFD V,5E03,,13004172,0,0,10251241,2322426411,PALM5F04126061700000055,6/17/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100302004,PALM,2026,6/17/2026,2000021328,14802,FF,116,6/17/2026,18.30.29,41.00,"7,100",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10251242,2322426412,PALM5F04126061700000133,6/17/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100302005,PALM,2026,6/17/2026,2000021328,14802,FF,237,6/17/2026,22.10.25,35.00,"5,090",KG,ANGKUT TBS,ANGKUT TBS AFD II,5E03,,13003266,0,0,10251243,2322426413,PALM5F04126061700000162,6/17/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100302006,PALM,2026,6/18/2026,2000021328,14505,FF,706,6/18/2026,06.00.00,15.00,"5,063.500",KG,ANGKUT PUPUK,ANGKUT PUPUK AFD VII,5E03,,13003266,0,0,10251254,2322426424,,6/18/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100302007,PALM,2026,6/18/2026,2000021328,14802,FF,117,6/18/2026,13.50.51,45.00,"7,630",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10251255,2322426425,PALM5F04126061800000063,6/18/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100302008,PALM,2026,6/18/2026,2000021328,14802,FF,113,6/18/2026,19.47.07,42.00,"5,880",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10251256,2322426426,PALM5F04126061800000142,6/18/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100302009,PALM,2026,6/19/2026,2000021328,14505,FF,707,6/19/2026,06.00.00,13.00,"5,546.250",KG,ANGKUT PUPUK,ANGKUT PUPUK AFD VII,5E03,,13003266,0,0,10251268,2322426438,,6/19/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100302010,PALM,2026,6/19/2026,2000021328,14802,FF,106,6/19/2026,12.54.43,40.00,"7,460",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10251269,2322426439,PALM5F04126061900000037,6/19/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100302011,PALM,2026,6/19/2026,2000021328,14802,FF,114,6/19/2026,17.20.49,40.00,"7,460",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10251270,2322426440,PALM5F04126061900000109,6/19/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100302012,PALM,2026,6/19/2026,2000021328,14802,FF,118,6/19/2026,21.22.25,41.00,"7,630",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10251271,2322426441,PALM5F04126061900000124,6/19/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100302013,PALM,2026,6/20/2026,2000021328,14802,FF,125,6/20/2026,14.07.38,40.00,"7,820",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10251278,2322426448,PALM5F04126062000000050,6/20/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100302014,PALM,2026,6/20/2026,2000021328,14802,FF,132,6/20/2026,18.31.20,36.00,"5,360",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10251279,2322426449,PALM5F04126062000000108,6/20/2026,,,MK031503,6/20/2026,MK031503,6/20/2026
,0100302015,PALM,2026,6/10/2026,2000021533,14803,FF,308,6/10/2026,07.00.00,6.00,"2,630",KG,,Lansir TBS Afd III,5E19,,13003638,0,0,10251170,2322430088,,,,,MK191504,6/21/2026,MK191504,6/21/2026
,0100302016,PALM,2026,6/11/2026,2000021533,14803,FF,310,6/11/2026,07.00.00,8.00,"4,550",KG,,Lansir TBS Afd III,5E19,,13003638,0,0,10251301,2322430089,,,,,MK191504,6/21/2026,MK191504,6/21/2026
,0100302017,PALM,2026,6/12/2026,2000021533,14803,FF,312,6/12/2026,07.00.00,4.00,"2,200",KG,,Lansir TBS Afd III,5E19,,13003638,0,0,10251302,2322430090,,,,,MK191504,6/21/2026,MK191504,6/21/2026
,0100302018,PALM,2026,6/13/2026,2000021533,14803,FF,319,6/13/2026,07.00.00,6.00,"2,990",KG,,Lansir TBS Afd III,5E19,,13003638,0,0,10251303,2322430091,,,,,MK191504,6/21/2026,MK191504,6/21/2026
,0100302019,PALM,2026,6/15/2026,2000021533,14803,FF,328,6/15/2026,07.00.00,7.00,"2,860",KG,,Lansir TBS Afd III,5E19,,13003638,0,0,10251304,2322430092,,,,,MK191504,6/21/2026,MK191504,6/21/2026
,0100302020,PALM,2026,6/13/2026,2000023344,14803,FF,529,6/13/2026,07.00.00,4.00,"1,990",KG,,Angkut TBS Afd V,5E19,,13005295,0,0,10251305,2322430093,,,,,MK191504,6/21/2026,MK191504,6/21/2026
,0100302021,PALM,2026,6/15/2026,2000023344,14803,FF,514,6/15/2026,07.00.00,5.00,"2,300",KG,,Angkut TBS Afd V,5E19,,13005295,0,0,10251306,2322430094,,,,,MK191504,6/21/2026,MK191504,6/21/2026
,0100302022,PALM,2026,6/17/2026,2000023344,14803,FF,502,6/17/2026,07.00.00,6.00,"2,510",KG,,Angkut TBS Afd V,5E19,,13005295,0,0,10251307,2322430095,,,,,MK191504,6/21/2026,MK191504,6/21/2026
,0100302023,PALM,2026,6/18/2026,2000023344,14803,FF,506,6/18/2026,07.00.00,6.00,"2,320",KG,,Angkut TBS Afd V,5E19,,13005295,0,0,10251308,2322430096,,,,,MK191504,6/21/2026,MK191504,6/21/2026
,0100302024,PALM,2026,6/10/2026,2000014529,,CC,5E19BT15KS,6/10/2026,07.00.00,76.00,0,,,Dinas dalam kebun,5E19,,13005189,0,0,10251309,2322430097,,,,,MK191504,6/21/2026,MK191504,6/21/2026
,0100302025,PALM,2026,6/11/2026,2000014529,,CC,5E19BT15KS,6/11/2026,07.00.00,50.00,0,,,Dinas dalam kebun,5E19,,13005189,0,0,10251310,2322430098,,,,,MK191504,6/21/2026,MK191504,6/21/2026
,0100302026,PALM,2026,6/19/2026,2000014529,,CC,5E19BT15KS,6/19/2026,07.00.00,210.00,0,,,Dinas dalam kebun,5E19,,13005189,0,0,10251311,2322430099,,,,,MK191504,6/21/2026,MK191504,6/21/2026
,0100302027,PALM,2026,6/20/2026,2000014529,,CC,5E19BT15KS,6/20/2026,07.00.00,240.00,0,,,Dinas dalam kebun,5E19,,13005189,0,0,10321040,2323188125,,,,,MK191504,6/21/2026,MK191504,6/29/2026
