Indicator,Vehicle Actvity Number,Company Code,Fiscal Year,Reverse Date,Vehicle Code,Job Code,Target Alokasi Biaya,Location Code,Vehicle Date,Vehicle Time,HM/KM,Unit,UoM,Reference,Remarks,Plant,Cancelled/Reversed,Operator,Helper 1,Helper 2,Measurement document,Document Number,Nomor SPBS,Tgl Angkut,Antar Kebun,Destination Plant,Created by,Created on,Changed by,Changed on
,0100282219,PALM,2026,6/1/2026,2000022616,,CC,5F04STAS14,6/1/2026,08.00.00,3.00,0,,,Muat Tankos,5F04,,13001188,0,0,10209943,2321255241,,6/1/2026,,,MP041504,6/4/2026,MP041504,6/4/2026
,0100282220,PALM,2026,6/1/2026,2000022616,,CC,5F04STAS02,6/1/2026,10.00.00,1.00,0,,,Menggusur TBS di Loading,5F04,,13001188,0,0,10209944,2321255242,,6/1/2026,,,MP041504,6/4/2026,MP041504,6/4/2026
,0100282221,PALM,2026,6/1/2026,2000022616,,CC,5F04STAS14,6/1/2026,12.00.00,1.00,0,,,Muat Tankos,5F04,,13001712,0,0,10209945,2321255243,,6/1/2026,,,MP041504,6/4/2026,MP041504,6/4/2026
,0100282222,PALM,2026,6/1/2026,2000022616,,CC,5F04STAS02,6/1/2026,14.00.00,1.00,0,,,Menggusur TBS di Loading,5F04,,13001712,0,0,10209946,2321255244,,6/1/2026,,,MP041504,6/4/2026,MP041504,6/4/2026
,0100282223,PALM,2026,6/2/2026,2000022616,,CC,5F04STAS14,6/2/2026,08.00.00,2.00,0,,,Muat Tankos,5F04,,13001188,0,0,10209947,2321255245,,6/2/2026,,,MP041504,6/4/2026,MP041504,6/4/2026
,0100282224,PALM,2026,6/2/2026,2000022616,,CC,5F04STAS02,6/2/2026,10.00.00,1.00,0,,,Menggusur TBS di Loading,5F04,,13001188,0,0,10209948,2321255246,,6/2/2026,,,MP041504,6/4/2026,MP041504,6/4/2026
,0100282225,PALM,2026,6/2/2026,2000022616,,CC,5F04STAS14,6/2/2026,12.00.00,2.00,0,,,Muat Tankos,5F04,,13001712,0,0,10209949,2321255247,,6/2/2026,,,MP041504,6/4/2026,MP041504,6/4/2026
,0100282226,PALM,2026,6/2/2026,2000022616,,CC,5F04STAS02,6/2/2026,14.00.00,1.00,0,,,Menggusur TBS di Loading,5F04,,13001712,0,0,10209950,2321255248,,6/2/2026,,,MP041504,6/4/2026,MP041504,6/4/2026
,0100282227,PALM,2026,6/3/2026,2000022616,,CC,5F04STAS14,6/3/2026,08.00.00,4.00,0,,,Muat Tankos,5F04,,13001188,0,0,10209951,2321255249,,6/3/2026,,,MP041504,6/4/2026,MP041504,6/4/2026
,0100282228,PALM,2026,6/3/2026,2000022616,,CC,5F04STAS02,6/3/2026,14.00.00,2.00,0,,,Menggusur TBS di Loading,5F04,,13001188,0,0,10209952,2321255250,,6/3/2026,,,MP041504,6/4/2026,MP041504,6/4/2026
,0100282229,PALM,2026,6/3/2026,2000022616,,CC,5F04STAS09,6/3/2026,16.00.00,2.00,0,,,Buang Sampah,5F04,,13001712,0,0,10209953,2321255251,,6/3/2026,,,MP041504,6/4/2026,MP041504,6/4/2026
,0100282230,PALM,2026,6/3/2026,2000022616,,CC,5F04STAS02,6/3/2026,20.00.00,2.00,0,,,Menggusur TBS di Loading,5F04,,13001712,0,0,10209954,2321255252,,6/3/2026,,,MP041504,6/4/2026,MP041504,6/4/2026
,0100282361,PALM,2026,6/4/2026,2000015059,14803,FF,312,6/4/2026,07.15.00,8.00,"8,840",KG,Quick Afd III Aly Lalu,Langsir Buah Afd III,5E17,,13007668,13007669,0,10210086,2321279558,,6/4/2026,,,MK171504,6/5/2026,MK171504,6/5/2026
,0100282362,PALM,2026,6/4/2026,2000022827,14803,FF,313,6/4/2026,07.15.00,8.00,"8,840",KG,Quick 007 Afd III Jimmy,Langsir Buah Afd III,5E17,,13007239,0,0,10210087,2321279559,,6/4/2026,,,MK171504,6/5/2026,MK171504,6/5/2026
,0100282363,PALM,2026,6/4/2026,2000022697,14803,FF,408,6/4/2026,07.15.00,5.00,"3,600",KG,Quick 008 Afd IV Markus,Langsir TBS Afd IV Labura,5E17,,13008002,0,0,10210088,2321279560,,6/4/2026,,,MK171504,6/5/2026,MK171504,6/5/2026
,0100282364,PALM,2026,6/4/2026,2000014797,14107,FF,233,6/4/2026,08.10.00,8.00,0,HM,,bentuk Jalan Poros  dan P,5E17,,13005422,0,0,10210089,2321279561,,6/4/2026,,,MK171504,6/5/2026,MK171504,6/5/2026
,0100282365,PALM,2026,6/4/2026,2000014814,14107,FF,232,6/4/2026,08.10.00,8.00,0,HM,,Pemadatan Jalan Poros Afd,5E17,,13003922,0,0,10210090,2321279562,,6/4/2026,,,MK171504,6/5/2026,MK171504,6/5/2026
,0100283412,PALM,2026,6/5/2026,2000015059,14803,FF,314,6/5/2026,07.15.00,8.00,"10,255",KG,Quick Afd III Aly Lalu,Langsir Buah Afd III,5E17,,13007668,13007669,0,10210614,2321377008,,6/5/2026,,,MK171504,6/7/2026,MK171504,6/7/2026
,0100283413,PALM,2026,6/6/2026,2000015059,14803,FF,324,6/6/2026,07.15.00,8.00,"9,935",KG,Quick Afd III Aly Lalu,Langsir Buah Afd III,5E17,,13007668,13007669,0,10210617,2321377011,,6/6/2026,,,MK171504,6/7/2026,MK171504,6/7/2026
,0100283414,PALM,2026,6/5/2026,2000022827,14803,FF,322,6/5/2026,07.15.00,8.00,"10,255",KG,Quick 007 Afd III Jimmy,Langsir Buah Afd III,5E17,,13007239,0,0,10210615,2321377009,,6/5/2026,,,MK171504,6/7/2026,MK171504,6/7/2026
,0100283415,PALM,2026,6/6/2026,2000022827,14803,FF,325,6/6/2026,07.15.00,8.00,"9,935",KG,Quick 007 Afd III Jimmy,Langsir Buah Afd III,5E17,,13007239,0,0,10210618,2321377012,,6/6/2026,,,MK171504,6/7/2026,MK171504,6/7/2026
,0100283416,PALM,2026,6/5/2026,2000022697,14803,FF,409,6/5/2026,07.15.00,6.00,"4,100",KG,Quick 008 Afd IV Markus,Langsir TBS Afd IV Labura,5E17,,13008002,0,0,10210616,2321377010,,6/5/2026,,,MK171504,6/7/2026,MK171504,6/7/2026
,0100283417,PALM,2026,6/6/2026,2000022697,14803,FF,420,6/6/2026,07.15.00,6.00,"5,300",KG,Quick 008 Afd IV Markus,Langsir TBS Afd IV Labura,5E17,,13008002,0,0,10210619,2321377013,,6/6/2026,,,MK171504,6/7/2026,MK171504,6/7/2026
,0100283496,PALM,2026,6/4/2026,2000021468,,CC,5F22STAS14,6/4/2026,08.00.00,4.00,"6,000",KG,,ANGKUT TANKOS,5F22,,13003957,0,0,10210832,2321387222,,,,,MP221503,6/8/2026,MP221503,6/8/2026
,0100283497,PALM,2026,6/5/2026,2000021468,,CC,5F22STAS14,6/5/2026,08.00.00,8.00,"12,240",KG,,ANGKUT TANKOS,5F22,,13003957,0,0,10210833,2321387223,,,,,MP221503,6/8/2026,MP221503,6/8/2026
,0100283498,PALM,2026,6/6/2026,2000021468,,CC,5F22STAS14,6/6/2026,08.00.00,44.00,"65,590",KG,,ANGKUT TANKOS,5F22,,13003957,0,0,10210834,2321387224,,,,,MP221503,6/8/2026,MP221503,6/8/2026
,0100283499,PALM,2026,6/4/2026,2000022748,,CC,5F22STAS19,6/4/2026,08.00.00,26.00,0,KM,,LABORATORIUM,5F22,,0,0,0,10210835,2321387225,,,,,MP221503,6/8/2026,MP221503,6/8/2026
,0100283500,PALM,2026,6/5/2026,2000022748,,CC,5F22STAS19,6/5/2026,08.00.00,48.00,0,KM,,LABORATORIUM,5F22,,0,0,0,10210836,2321387226,,,,,MP221503,6/8/2026,MP221503,6/8/2026
,0100283501,PALM,2026,6/6/2026,2000022748,,CC,5F22STAS19,6/6/2026,08.00.00,26.00,0,KM,,LABORATORIUM,5F22,,0,0,0,10210837,2321387227,,,,,MP221503,6/8/2026,MP221503,6/8/2026
,0100283502,PALM,2026,6/7/2026,2000022748,,CC,5F22STAS19,6/7/2026,08.00.00,26.00,0,KM,,LABORATORIUM,5F22,,0,0,0,10210838,2321387228,,,,,MP221503,6/8/2026,MP221503,6/8/2026
,0100284340,PALM,2026,6/2/2026,2000015540,,CC,5F09STAS02,6/2/2026,08.00.00,3.00,0,KM,KB 9824 DR,MEMBUANG TANGKOS DAN ABU,5F09,,13002294,0,0,10309844,2323126615,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284341,PALM,2026,6/3/2026,2000015540,,CC,5F09STAS02,6/3/2026,08.00.00,5.00,0,KM,KB 9824 DR,MEMBUANG TANGKOS DAN ABU,5F09,,13002294,0,0,10309850,2323126621,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284342,PALM,2026,6/5/2026,2000015540,,CC,5F09STAS02,6/5/2026,08.00.00,5.00,0,KM,KB 9824 DR,MEMBUANG TANGKOS DAN ABU,5F09,,13002294,0,0,10310179,2323126632,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284343,PALM,2026,6/6/2026,2000015540,,CC,5F09STAS02,6/6/2026,08.00.00,5.00,0,KM,KB 9824 DR,MEMBUANG TANGKOS DAN ABU,5F09,,13002294,0,0,10310196,2323126640,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284344,PALM,2026,6/2/2026,2000015555,,CC,5F09STAS02,6/2/2026,08.00.00,7.00,0,HM,Excavator,MEMBERSIHKAN DAN MERAPIKA,5F09,,19003133,0,0,10309845,2323126616,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284345,PALM,2026,6/3/2026,2000015555,,CC,5F09STAS02,6/3/2026,08.00.00,7.00,0,HM,Excavator,MEMBERSIHKAN DAN MERAPIKA,5F09,,19003133,0,0,10310171,2323126623,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284346,PALM,2026,6/4/2026,2000015555,,CC,5F09STAS02,6/4/2026,08.00.00,7.00,0,HM,Excavator,MEMBERSIHKAN DAN MERAPIKA,5F09,,19003133,0,0,10310176,2323126628,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284347,PALM,2026,6/5/2026,2000015555,,CC,5F09STAS02,6/5/2026,08.00.00,7.00,0,HM,Excavator,MEMBERSIHKAN DAN MERAPIKA,5F09,,19003133,0,0,10310180,2323126633,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284350,PALM,2026,6/6/2026,2000015555,,CC,5F09STAS02,6/6/2026,08.00.00,7.00,0,HM,Excavator,MEMBERSIHKAN DAN MERAPIKA,5F09,,19003133,0,0,10310197,2323126641,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284351,PALM,2026,6/7/2026,2000015555,,CC,5F09STAS02,6/7/2026,08.00.00,7.00,0,HM,Excavator,MEMBERSIHKAN PARIT RUMAH,5F09,,19003133,0,0,10310222,2323126647,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284352,PALM,2026,6/1/2026,2000015556,,CC,5F09STAS02,6/1/2026,08.00.00,7.00,0,HM,Wheelloader,MEMDORONG TBS DAN CANGKAN,5F09,,13004793,0,0,10309842,2323126592,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284353,PALM,2026,6/2/2026,2000015556,,CC,5F09STAS02,6/2/2026,08.00.00,7.00,0,HM,Wheelloader,MEMDORONG TBS DAN CANGKAN,5F09,,13004793,0,0,10309846,2323126617,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284354,PALM,2026,6/3/2026,2000015556,,CC,5F09STAS02,6/3/2026,08.00.00,12.00,0,HM,Wheelloader,MEMDORONG TBS DAN CANGKAN,5F09,,13004793,0,0,10310172,2323126624,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284355,PALM,2026,6/4/2026,2000015556,,CC,5F09STAS02,6/4/2026,08.00.00,7.00,0,HM,Wheelloader,MEMDORONG TBS DAN CANGKAN,5F09,,13004793,0,0,10310177,2323126630,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284356,PALM,2026,6/5/2026,2000015556,,CC,5F09STAS02,6/5/2026,08.00.00,12.00,0,HM,Wheelloader,MEMDORONG TBS DAN CANGKAN,5F09,,13004793,0,0,10310192,2323126635,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284357,PALM,2026,6/6/2026,2000015556,,CC,5F09STAS02,6/6/2026,08.00.00,12.00,0,HM,Wheelloader,MEMDORONG TBS DAN CANGKAN,5F09,,13004793,0,0,10310198,2323126642,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284358,PALM,2026,6/7/2026,2000015556,,CC,5F09STAS02,6/7/2026,08.00.00,7.00,0,HM,Wheelloader,MEMDORONG TBS DAN CANGKAN,5F09,,13004793,0,0,10310223,2323126648,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284359,PALM,2026,6/2/2026,2000022828,,CC,5F09STAS02,6/2/2026,08.00.00,4.00,0,KM,DT KB9830DQ,MEMBUANG TANGKOS DAN ABU,5F09,,13002294,0,0,10309847,2323126618,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284360,PALM,2026,6/3/2026,2000022828,,CC,5F09STAS02,6/3/2026,08.00.00,5.00,0,KM,DT KB9830DQ,MEMBUANG TANGKOS DAN ABU,5F09,,13002294,0,0,10310173,2323126625,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284361,PALM,2026,6/5/2026,2000022828,,CC,5F09STAS02,6/5/2026,08.00.00,5.00,0,KM,DT KB9830DQ,MEMBUANG TANGKOS DAN ABU,5F09,,13002294,0,0,10310193,2323126637,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284362,PALM,2026,6/6/2026,2000022828,,CC,5F09STAS02,6/6/2026,08.00.00,5.00,0,KM,DT KB9830DQ,MEMBUANG TANGKOS DAN ABU,5F09,,13002294,0,0,10310199,2323126644,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284363,PALM,2026,6/2/2026,2000022952,,CC,5F09STAS02,6/2/2026,08.00.00,5.00,0,KM,KB 8056 WD,MEMBUANG TANGKOS DAN ABU,5F09,,13005758,0,0,10309848,2323126619,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284364,PALM,2026,6/3/2026,2000022952,,CC,5F09STAS02,6/3/2026,08.00.00,5.00,0,KM,KB 8056 WD,MEMBUANG TANGKOS DAN ABU,5F09,,13005758,0,0,10310174,2323126626,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284365,PALM,2026,6/5/2026,2000022952,,CC,5F09STAS02,6/5/2026,08.00.00,5.00,0,KM,KB 8056 WD,MEMBUANG TANGKOS DAN ABU,5F09,,13005758,0,0,10310194,2323126638,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284366,PALM,2026,6/6/2026,2000022952,,CC,5F09STAS02,6/6/2026,08.00.00,5.00,0,KM,KB 8056 WD,MEMBUANG TANGKOS DAN ABU,5F09,,13005758,0,0,10310200,2323126645,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284367,PALM,2026,6/1/2026,2000023018,,CC,5F09BT15KS,6/1/2026,08.00.00,90.00,0,KM,Mobil Manajer,MENGAMBIL ATK KE BODOK (5,5F09,,13002474,0,0,10309843,2323126606,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284368,PALM,2026,6/2/2026,2000023018,,CC,5F09BT15KS,6/2/2026,08.00.00,40.00,0,KM,Mobil Manajer,MENGAMBIL ATK KE SOSOK (5,5F09,,13002474,0,0,10309849,2323126620,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284369,PALM,2026,6/3/2026,2000023018,,CC,5F09BT15KS,6/3/2026,08.00.00,120.00,0,KM,Mobil Manajer,MENGAMBIL ATK KE SANGGAU,5F09,,13002474,0,0,10310175,2323126627,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284370,PALM,2026,6/4/2026,2000023018,,CC,5F09BT15KS,6/4/2026,08.00.00,90.00,0,KM,Mobil Manajer,MENGAMBIL ATK KE BODOK DA,5F09,,13002474,0,0,10310178,2323126631,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284371,PALM,2026,6/5/2026,2000023018,,CC,5F09BT15KS,6/5/2026,08.00.00,100.00,0,KM,Mobil Manajer,MENGAMBIL ALAT TIMBANGAN,5F09,,13002474,0,0,10310195,2323126639,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284372,PALM,2026,6/6/2026,2000023018,,CC,5F09BT15KS,6/6/2026,08.00.00,80.00,0,KM,Mobil Manajer,MENGAMBIL ATK KE BODOK DA,5F09,,13002474,0,0,10310221,2323126646,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284373,PALM,2026,6/7/2026,2000023018,,CC,5F09BT15KS,6/7/2026,08.00.00,110.00,0,KM,Mobil Manajer,MENGAMBIL ATK TIMBANGAN K,5F09,,13002474,0,0,10310224,2323126649,,,,,MP091503,6/8/2026,MP091503,6/29/2026
,0100284528,PALM,2026,6/3/2026,2000023344,14803,FF,525,6/3/2026,07.00.00,5.00,"2,100",KG,,Angkut TBS Afd V,5E19,,13005295,0,0,10211333,2321444432,,,,,MK191504,6/8/2026,MK191504,6/8/2026
,0100284529,PALM,2026,6/4/2026,2000023344,14803,FF,519,6/4/2026,07.00.00,4.00,"1,990",KG,,Angkut TBS Afd V,5E19,,13005295,0,0,10211334,2321444433,,,,,MK191504,6/8/2026,MK191504,6/8/2026
,0100284530,PALM,2026,6/5/2026,2000023344,14803,FF,515,6/5/2026,07.00.00,4.00,"2,300",KG,,Angkut TBS Afd V,5E19,,13005295,0,0,10211335,2321444434,,,,,MK191504,6/8/2026,MK191504,6/8/2026
,0100284531,PALM,2026,6/6/2026,2000023344,14803,FF,501,6/6/2026,07.00.00,4.00,"2,000",KG,,Angkut TBS Afd V,5E19,,13005295,0,0,10211336,2321444435,,,,,MK191504,6/8/2026,MK191504,6/8/2026
,0100284582,PALM,2026,6/2/2026,2000021441,14307,FF,902,6/2/2026,07.00.00,23.00,0,HA,DA 8464JF,Melayani Angkut Air Sempr,5E11,X,0,0,0,10211680,2321453417,,,,,MK111505,6/8/2026,MK111505,6/9/2026
,0100284583,PALM,2026,6/2/2026,2000021441,13102,FF,918,6/2/2026,09.40.00,15.00,0,HA,,Melayani Angkut Air Sempr,5E11,X,0,0,0,10211871,2321453418,,,,,MK111505,6/8/2026,MK111505,6/9/2026
,0100284584,PALM,2026,6/3/2026,2000021441,14307,FF,802,6/3/2026,07.00.00,11.00,0,HA,,Melayani Angkut Air Sempr,5E11,X,0,0,0,10211872,2321453419,,,,,MK111505,6/8/2026,MK111505,6/9/2026
,0100284585,PALM,2026,6/3/2026,2000021441,13102,FF,919,6/3/2026,09.20.00,10.00,0,HA,,Melayani Angkut Air Sempr,5E11,X,0,0,0,10211873,2321453420,,,,,MK111505,6/8/2026,MK111505,6/9/2026
,0100284586,PALM,2026,6/3/2026,2000021441,14307,FF,902,6/3/2026,11.30.00,19.00,0,HA,,Melayani Angkut Air Sempr,5E11,X,0,0,0,10211874,2321453421,,,,,MK111505,6/8/2026,MK111505,6/9/2026
,0100284587,PALM,2026,6/4/2026,2000021441,14307,FF,802,6/4/2026,07.20.00,11.00,0,HA,,Melayani Angkut Air Sempr,5E11,X,0,0,0,10211875,2321453422,,,,,MK111505,6/8/2026,MK111505,6/9/2026
,0100284588,PALM,2026,6/4/2026,2000021441,13102,FF,920,6/4/2026,10.00.00,15.00,0,HA,,Melayani Angkut Air Sempr,5E11,X,0,0,0,10211876,2321453423,,,,,MK111505,6/8/2026,MK111505,6/9/2026
,0100284589,PALM,2026,6/5/2026,2000021441,13102,FF,1116,6/5/2026,07.00.00,44.00,0,HA,,Melayani Angkut Air Sempr,5E11,X,0,0,0,10211877,2321453424,,,,,MK111505,6/8/2026,MK111505,6/9/2026
,0100284590,PALM,2026,6/5/2026,2000021441,14307,FF,802,6/5/2026,10.20.00,14.00,0,HA,,Melayani Angkut Air Sempr,5E11,X,0,0,0,10211878,2321453432,,,,,MK111505,6/8/2026,MK111505,6/9/2026
,0100284591,PALM,2026,6/5/2026,2000021441,13102,FF,921,6/5/2026,11.50.00,16.00,0,HA,,Melayani Angkut Air Sempr,5E11,X,0,0,0,10211879,2321453440,,,,,MK111505,6/8/2026,MK111505,6/9/2026
,0100284645,PALM,2026,6/8/2026,2000021468,,CC,5F22STAS14,6/8/2026,08.00.00,36.00,"52,810",KG,,ANGKUT TANKOS,5F22,,13003957,0,0,10211623,2321462054,,,,,MP221503,6/9/2026,MP221503,6/9/2026
,0100284646,PALM,2026,6/8/2026,2000022748,,CC,5F22STAS19,6/8/2026,08.00.00,58.00,0,KM,,LABORATORIUM,5F22,,0,0,0,10211622,2321462053,,,,,MP221503,6/9/2026,MP221503,6/9/2026
,0100284647,PALM,2026,6/2/2026,2000022835,,CC,5E11BT15KS,6/2/2026,08.00.00,44.00,0,,KB8105DM,Melayani Manager keliling,5E11,X,0,0,0,10211718,2321468122,,,,,MK111505,6/9/2026,MK111505,6/9/2026
,0100284648,PALM,2026,6/3/2026,2000022835,,CC,5E11BT15KS,6/3/2026,08.00.00,55.00,0,,,Melayani Manager keliling,5E11,X,0,0,0,10211719,2321468123,,,,,MK111505,6/9/2026,MK111505,6/9/2026
,0100284649,PALM,2026,6/4/2026,2000022835,,CC,5E11BT15KS,6/4/2026,08.00.00,75.00,0,,,Melayani Tamu Sevp Kelili,5E11,X,0,0,0,10211720,2321468124,,,,,MK111505,6/9/2026,MK111505,6/9/2026
,0100284650,PALM,2026,6/5/2026,2000022835,,CC,5E11BT15KS,6/5/2026,08.00.00,48.00,0,,,Melayani Manager keliling,5E11,X,0,0,0,10211941,2321468125,,,,,MK111505,6/9/2026,MK111505,6/9/2026
,0100284651,PALM,2026,6/6/2026,2000022835,,CC,5E11BT15KS,6/6/2026,08.00.00,14.00,0,,,Melayani Manager keliling,5E11,X,0,0,0,10211942,2321468126,,,,,MK111505,6/9/2026,MK111505,6/9/2026
,0100284652,PALM,2026,6/7/2026,2000022835,,CC,5E11BT15KS,6/7/2026,09.00.00,52.00,0,,,Melayani Manager Undangan,5E11,X,0,0,0,10211943,2321468127,,,,,MK111505,6/9/2026,MK111505,6/9/2026
,0100284653,PALM,2026,6/8/2026,2000022835,,CC,5E11BT15KS,6/8/2026,08.00.00,50.00,0,,,Melayani KTU Beli Alat Tu,5E11,X,0,0,0,10211944,2321468128,,,,,MK111505,6/9/2026,MK111505,6/9/2026
,0100284740,PALM,2026,6/6/2026,2000021441,13102,FF,921,6/6/2026,07.00.00,10.00,0,HA,,Melayani Angkut Air Sempr,5E11,X,0,0,0,10212025,2321477975,,,,,MK111505,6/9/2026,MK111505,6/9/2026
,0100284741,PALM,2026,6/6/2026,2000021441,14307,FF,802,6/6/2026,09.40.00,9.00,0,HA,,Melayani Angkut Air Sempr,5E11,X,0,0,0,10212026,2321478082,,,,,MK111505,6/9/2026,MK111505,6/9/2026
,0100284742,PALM,2026,6/6/2026,2000021441,13102,FF,1115,6/6/2026,11.30.00,22.00,0,HA,,Melayani Angkut Air Sempr,5E11,X,0,0,0,10212027,2321478089,,,,,MK111505,6/9/2026,MK111505,6/9/2026
,0100284743,PALM,2026,6/8/2026,2000021441,13102,FF,1115,6/8/2026,07.00.00,21.00,0,HA,,Melayani Angkut Air Sempr,5E11,X,0,0,0,10212028,2321478109,,,,,MK111505,6/9/2026,MK111505,6/9/2026
,0100284744,PALM,2026,6/8/2026,2000021441,13102,FF,919,6/8/2026,09.50.00,11.00,0,HA,,Melayani Angkut Air Sempr,5E11,X,0,0,0,10212029,2321478118,,,,,MK111505,6/9/2026,MK111505,6/9/2026
,0100284745,PALM,2026,6/8/2026,2000021441,13102,FF,801,6/8/2026,11.40.00,13.00,0,HA,,Melayani Angkut Air Sempr,5E11,X,0,0,0,10212030,2321478119,,,,,MK111505,6/9/2026,MK111505,6/9/2026
,0100284746,PALM,2026,6/9/2026,2000021441,13102,FF,922,6/9/2026,07.00.00,15.00,0,HA,,Melayani Angkut Air Sempr,5E11,X,0,0,0,10212071,2321478120,,,,,MK111505,6/9/2026,MK111505,6/9/2026
,0100284747,PALM,2026,,2000021441,13102,FF,801,6/9/2026,09.20.00,14.00,0,HA,,Melayani Angkut Air Sempr,5E11,X,0,0,0,,,,,,,MK111505,6/9/2026,MK111505,6/9/2026
,0100284845,PALM,2026,6/8/2026,2000021441,13102,FF,801,6/8/2026,11.40.00,13.00,0,HA,,Melayani Angkut Air Sempr,5E11,X,0,0,0,10212066,2321483118,,,,,MK111505,6/9/2026,MK111505,6/9/2026
,0100284846,PALM,2026,,2000021441,13102,FF,801,6/9/2026,09.20.00,14.00,0,HA,,Melayani Angkut Air Sempr,5E11,X,0,0,0,,,,,,,MK111505,6/9/2026,MK111505,6/9/2026
,0100284851,PALM,2026,,2000021441,13102,FF,801,6/9/2026,09.20.00,14.00,0,HA,,Melayani Angkut Air Sempr,5E11,X,0,0,0,,,,,,,MK111505,6/9/2026,MK111505,6/9/2026
,0100285490,PALM,2026,6/9/2026,2000022748,,CC,5F22STAS19,6/9/2026,08.00.00,26.00,0,KM,,LABORATORIUM,5F22,,0,0,0,10212263,2321528032,,,,,MP221503,6/10/2026,MP221503,6/10/2026
,0100285491,PALM,2026,6/9/2026,2000021468,,CC,5F22STAS14,6/9/2026,08.00.00,24.00,"34,880",KG,,ANGKUT TANKOS,5F22,,13003957,0,0,10212264,2321528033,,,,,MP221503,6/10/2026,MP221503,6/10/2026
,0100286049,PALM,2026,6/1/2026,2000022660,,CC,5D02AU17UG,6/1/2026,07.00.00,1.00,0,KM,Pajero KB 1786 QW,Oprasional GM UGKT,5D02,,0,0,0,10213063,2321559972,,,,,M0001304,6/10/2026,M0001304,6/10/2026
,0100286050,PALM,2026,6/2/2026,2000022660,,CC,5D02AU17UG,6/2/2026,07.00.00,1.00,0,KM,Pajero KB 1786 QW,Oprasional GM UGKT,5D02,,0,0,0,10213065,2321559974,,,,,M0001304,6/10/2026,M0001304,6/10/2026
,0100286051,PALM,2026,6/3/2026,2000022660,,CC,5D02AU17UG,6/3/2026,07.00.00,1.00,0,KM,Pajero KB 1786 QW,Oprasional GM UGKT,5D02,,0,0,0,10213067,2321568976,,,,,M0001304,6/10/2026,M0001304,6/10/2026
,0100286052,PALM,2026,6/4/2026,2000022660,,CC,5D02AU17UG,6/4/2026,07.00.00,1.00,0,KM,Pajero KB 1786 QW,Oprasional GM UGKT,5D02,,0,0,0,10213069,2321568978,,,,,M0001304,6/10/2026,M0001304,6/10/2026
,0100286053,PALM,2026,6/5/2026,2000022660,,CC,5D02AU17UG,6/5/2026,07.00.00,320.00,0,KM,Pajero KB 1786 QW,Oprasional GM UGKT,5D02,,0,0,0,10213361,2321568980,,,,,M0001304,6/10/2026,M0001304,6/10/2026
,0100286054,PALM,2026,6/6/2026,2000022660,,CC,5D02AU17UG,6/6/2026,07.00.00,320.00,0,KM,Pajero KB 1786 QW,Oprasional GM UGKT,5D02,,0,0,0,10213363,2321568982,,,,,M0001304,6/10/2026,M0001304,6/10/2026
,0100286056,PALM,2026,6/7/2026,2000022660,,CC,5D02AU17UG,6/7/2026,07.00.00,320.00,0,KM,Pajero KB 1786 QW,Oprasional GM UGKT,5D02,,0,0,0,10213365,2321568984,,,,,M0001304,6/10/2026,M0001304,6/10/2026
,0100286057,PALM,2026,6/8/2026,2000022660,,CC,5D02AU17UG,6/8/2026,07.00.00,320.00,0,KM,Pajero KB 1786 QW,Oprasional GM UGKT,5D02,,0,0,0,10213367,2321568986,,,,,M0001304,6/10/2026,M0001304,6/10/2026
,0100286062,PALM,2026,6/1/2026,2000022847,,CC,5D02AU17UG,6/1/2026,07.00.00,160.00,0,KM,Triton KB 8326 WA,Oprasional Kend. Pool UGK,5D02,,0,0,0,10213064,2321559973,,,,,M0001304,6/10/2026,M0001304,6/10/2026
